domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url,best_site_name,scraping_status_code
lohrer-it.de,,2016-08-27,,,,,,200
reginahancock.com,2018-10-24,2024-10-30,2025-10-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
linguo.net,2002-07-29,2024-06-29,2025-07-29,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
emojicopypaster.com,2024-11-10,2025-01-17,2025-11-10,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
amberfallswinery.com,2007-05-07,2024-05-08,2025-05-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
feldbinder.com,1998-03-17,2025-02-08,2025-03-16,Hetzner Online GmbH,abuse@hetzner.com,https://hetzner.com,,200
joelpeterson.biz,2007-07-23,2024-09-06,2025-07-22,IONOS SE,abuse@ionos.com,https://ionos.com,,Error
i1smartmarketing.com,2023-02-27,2025-02-12,2026-02-27,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
theblueprints.net,2023-01-27,2025-01-26,2026-01-27,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
anytimect.com,2021-05-16,2024-06-07,2025-05-16,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
kauaibackcountry.com,2002-11-20,2024-10-19,2025-11-20,DREAMHOST,domain-abuse@dreamhost.com,https://dreamhost.com,,200
warboxcreative.co.uk,2019-05-13,2024-08-18,2025-05-13,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,,200
quieresmail.com,2024-11-15,2024-11-15,2025-11-15,"NICENIC INTERNATIONAL GROUP CO., LIMITED",abuse@nicenic.net,https://nicenic.net,,Error
warner.edu,1996-11-08,,2027-07-31,,,,,200
ela.sh,2024-08-23,2024-08-28,2027-08-23,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
agiletrans.com,2011-03-23,2024-03-23,2025-03-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
schlamme.com,2012-02-24,2025-02-25,2026-02-24,IONOS SE,abuse@ionos.com,https://ionos.com,,Error
alstep.fr,2009-11-04,2024-12-31,2025-11-04,AMEN / Agence des Médias Numériques,afnic@amen.fr,https://amen.fr,,Error
mailmywork.com,2024-09-25,2024-09-25,2025-09-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ultimateemail.com,1999-10-16,2024-10-11,2025-10-16,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net,,Error
dadco.com,1995-10-14,2020-09-29,2025-10-14,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
aviromsurvey.com,2011-11-03,2022-09-04,2027-11-03,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
mpz.go.cr,2003-01-27,2024-05-28,2035-01-01,NIC-REG1,,,,Error
cdprofit.net,2022-01-05,2025-01-06,2026-01-05,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk,,Error
eagles.csc.edu,1993-07-23,,2025-07-31,,,,,Error
rathels.com,2001-07-17,2025-01-11,2027-01-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
stowaway.io,2024-04-07,2025-03-06,2026-04-07,"HOSTINGER operations, UAB",,,,200
herdtweck.de,,2007-09-26,,,,,,Error
aio-eastafrica.com,2014-07-09,2025-01-21,2025-07-09,RegistryGate GmbH,abuse@registrygate.com,https://registrygate.com,,200
hpmu.edu.vn,,,,,,,,Error
harutyunyan.me,2019-09-03,2024-10-18,2025-09-03,"GoDaddy.com, LLC",,,,200
galo.com,1996-10-21,2024-10-04,2025-10-20,"DomainPeople, Inc.",abuse@domainpeople.com,https://domainpeople.com,,Error
freefly.lv,,2025-03-09,,,,,,Error
redun.com,2003-10-18,2024-10-21,2025-10-18,"eName Technology Co.,Ltd.",abuse@ename.com,https://ename.com,,Error
coastal-title.com,2003-08-01,2021-07-17,2026-08-01,"DomainPeople, Inc.",abuse@domainpeople.com,https://domainpeople.com,,Error
vitalogy.cz,2022-01-26,2024-12-11,2026-01-26,REG-WEBSUPPORT,,,,200
bdmgi.com,1997-08-30,2024-07-09,2025-08-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
yokowo.com,1998-08-08,2024-07-23,2025-08-07,"GMO Internet, Inc.",abuse@gmo.jp,https://gmo.jp,,Error
jilescleaning.com,2012-12-12,2024-12-12,2025-12-12,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
cbgconcepts.com,2024-10-23,2024-12-23,2025-10-23,"HOSTINGER operations, UAB",abuse-tracker@hostinger.com,https://hostinger.com,,Error
hebetsco.com,2011-04-28,2024-04-04,2029-04-28,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
hatchcrafts.com,2025-01-23,2025-01-23,2026-01-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
trydatlab.com,2024-12-12,2024-12-12,2025-12-12,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
dodgit.com,2003-11-24,2024-11-25,2025-11-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
revlinemedia.ca,2023-09-19,2023-11-18,2028-09-19,"Go Daddy Domains Canada, Inc",abuse@godaddy.com,https://godaddy.com,,200
mrspotphoto.com,2020-08-10,2024-08-11,2025-08-10,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
mobilebevpros.com,2018-01-20,2025-03-07,2026-01-20,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
geotekinc.com,1998-01-22,2024-10-01,2027-01-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
jpslot.net,2007-01-15,2025-01-13,2026-01-15,"Webempresa Europa, S.L.",abuse@webempresa.eu,https://webempresa.eu,,200
nelnet.com,1995-11-03,2024-10-01,2032-11-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
macaljon.com,1999-11-18,2023-02-14,2026-11-18,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
neatnestllc.com,2022-08-15,2024-09-02,2025-08-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
pinheiromachado.net,2009-03-14,2025-03-07,2026-03-14,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,Error
bcs-computing.com,2002-04-30,2025-02-27,2026-04-30,THE NAME IT CORPORATION DBA NAMESERVICES.NET,abuse@ait.com,https://ait.com,,200
scforestry.org,1998-08-19,2021-06-19,2026-08-18,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
fotetsa.com,2025-02-08,2025-02-08,2026-02-08,"HOSTINGER operations, UAB",abuse-tracker@hostinger.com,https://hostinger.com,,200
cyientdlm.com,2022-10-17,2024-07-24,2025-10-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
healthbenefitsaz.com,2005-04-26,2023-04-26,2025-04-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
mcgroomer.com,2021-04-15,2024-06-04,2025-04-15,Cronon GmbH,abuse-domains@cronon.net,https://cronon.net,,200
autocraftms.com,2018-05-31,2023-04-03,2025-05-31,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,Error
vaasaintoclean.fi,2018-12-05,2024-11-12,2025-12-05,Louhi Net Oy,,,,200
icat.cat,2006-03-29,2024-05-13,2025-03-29,Nominalia,abuse@nominalia.com,https://nominalia.com,,Error
quantumadv.com,2000-11-13,2023-11-02,2032-11-13,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
narisv.org,2008-01-30,2025-01-31,2026-01-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
cottonwoodcreekmarina.com,2003-01-30,2023-05-15,2027-01-30,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,,200
medsforvets.com,2001-02-08,2022-09-03,2029-05-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
amandaabby.com,2005-02-28,2025-01-29,2026-02-28,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
loobys.co,2023-12-22,2024-11-27,2025-12-22,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
mu.edu,1987-03-04,,2025-07-31,,,,,200
schlecht-gaeufelden.de,,2018-07-27,,,,,,Error
artisticpavers.com,2000-05-11,2023-05-11,2033-05-11,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
taigsolutions.co.uk,2015-11-27,2024-08-22,2025-11-27,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,,,200
bookeqs.com,2023-12-27,2023-12-27,2026-12-27,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
yamil.com,1999-04-15,2022-05-18,2025-04-15,DREAMHOST,domain-abuse@dreamhost.com,https://dreamhost.com,,Error
m3design.com,2003-01-13,2024-01-08,2029-01-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
newlinlaw.com,2001-03-19,2022-09-10,2028-03-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ducit.co.za,2017-01-30,2025-01-31,2026-01-30,Afrihost,abuse@afrihost.com,https://afrihost.com,,Error
universalpegasus.com,2009-01-29,2022-09-06,2028-01-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
rl.co.za,2000-01-06,2025-01-31,2026-01-06,1API GmbH,abuse@1api.net,https://1api.net,,Error
commercialdrywall.net,2000-11-14,2022-09-15,2025-11-14,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
onqor.co.uk,2017-02-27,2025-02-28,2027-02-27,"GoDaddy.com, LLC. [Tag = GODADDY]",,,,Error
dynamicbsllc.com,2023-03-16,2024-03-17,2025-03-16,GRANSY S.R.O D/B/A SUBREG.CZ,abuse@regtons.com,https://regtons.com,,200
elitelendingg.com,2019-10-07,2024-08-26,2027-10-07,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net,,Error
carfinancial.com,2003-10-16,2023-08-17,2028-10-16,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
epiqmachinery.com,2021-05-06,2023-05-07,2025-05-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
abodyandface.com,1999-06-09,2024-09-25,2026-06-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
abselectrical.net,2015-01-24,2025-01-29,2027-01-24,IONOS SE,abuse@ionos.com,https://ionos.com,,Error
greenwoodhigh.edu.in,2008-03-14,2021-03-06,2030-03-14,ERNET India,,,,200
rhodius.eu,,,,united-domains AG,,,,Error
davidwarmstrong.com,2019-11-19,2024-11-20,2025-11-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
utot.com,2000-04-12,2024-03-28,2025-04-12,"Domain.com, LLC",compliance@domain-inc.net,https://domain-inc.net,,200
uam.edu.ve,,,,NIC-VE,,,,200
tariffcom.com,2000-08-21,2023-08-14,2028-08-21,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk,,200
fmaillerbox.net,2023-12-15,2024-03-03,2025-12-15,"NICENIC INTERNATIONAL GROUP CO., LIMITED",abuse@nicenic.net,https://nicenic.net,,Error
comercializadora-dsp.com,2020-06-24,2024-06-25,2025-06-24,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
schnell.it,1996-03-28,2024-07-11,2025-06-25,Aruba Business s.r.l.,,,,Error
motoring.com,2001-05-03,2023-04-01,2025-05-03,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,Error
carter-fence.com,2004-12-02,2025-03-03,2025-12-02,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
royalsweetghana.com,2008-11-18,2024-11-18,2025-11-18,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,Error
kccommercial.realestate,,,,,,,,200
serota.com,1998-05-25,2022-10-18,2032-05-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
rmt.net.au,,2023-09-11,,Domain Directors Pty Ltd trading as Instra,,,,200
glovitality.com,2024-09-19,2024-11-30,2026-09-19,"HOSTINGER operations, UAB",abuse-tracker@hostinger.com,https://hostinger.com,,200
ivycollegiate.org,2016-02-15,2025-02-21,2027-02-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
mottonen.org,2003-05-14,2024-06-28,2025-05-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
aisnation.com,2015-01-03,2022-09-17,2026-01-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
bcfd.net,2003-07-31,2024-08-01,2025-07-31,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
eurovent-certification.com,1998-04-02,2025-01-29,2032-04-01,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,,Error
lynnelawson.co.nz,,,,,,,,Error
sptlabtech.com,2019-09-02,2022-11-18,2028-09-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
montrichardwatch.com,2006-06-02,2021-04-02,2026-06-02,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
mchs.net,1998-06-13,2021-06-14,2026-06-12,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
oz.net,1994-08-23,2024-07-24,2025-08-22,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
shuffl3r.click,2025-02-02,2025-02-07,2026-02-02,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,Error
andmarcom.com,1996-07-11,2024-05-11,2025-07-10,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
gmailail.com,2023-06-08,2024-05-01,2025-06-08,Dynadot Inc,abuse@dynadot.com,https://dynadot.com,,Error
teamtwincities.com,2014-01-11,2025-01-12,2026-01-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
djtyres.co.uk,2020-08-16,2024-08-17,2025-08-16,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,,200
janetransportation.com,2006-02-02,2025-02-03,2026-02-02,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,,Error
infinityresources.in,2017-08-01,2025-01-09,2028-08-01,"GoDaddy.com, LLC",,,,200
nhbuilders.com,1997-07-03,2022-09-06,2025-07-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
loyalfunding.com,2018-11-30,2025-02-26,2026-11-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
brb.beer,2015-08-04,2024-07-21,2025-08-04,"Name.com, Inc.",abuse@name.com,https://name.com,,200
gwcols.com,2002-07-15,2022-05-16,2025-07-15,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
vccfp.org,2004-09-10,2024-10-25,2025-09-10,IONOS SE,abuse@ionos.com,https://ionos.com,,Error
katrinkoch.de,,2020-09-30,,,,,,Error
sprintis.de,,2019-02-12,,,,,,200
fhsuedwf.onmicrosoft.com,2005-02-03,2025-01-02,2026-02-03,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,Error
tombola.com,1997-01-27,2024-11-02,2025-11-19,Instra Corporation Pty Ltd.,abuse@instra.com,https://instra.com,,Error
terriblytinytales.com,2013-03-12,2024-05-28,2026-03-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
my.loyno.edu,1990-09-18,,2026-07-31,,,,,Error
qllm.com,2003-08-22,2024-05-25,2026-05-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
oneyoulovehomecare.com,2018-02-14,2025-01-30,2026-02-14,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,200
collegeave.com,2004-05-24,2023-05-25,2025-05-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
adartse.com,2017-03-10,2025-02-10,2026-03-10,Dinahosting s.l.,abuse-domains@dinahosting.com,https://dinahosting.com,,Error
fabriziocurcio.com,2017-04-18,2024-04-11,2025-04-18,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Error
franklinbuildingsupply.com,2003-01-31,2022-01-19,2027-01-31,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,,200
tropini.net,2015-03-28,2023-10-12,2025-03-28,"OVH, SAS",abuse@ovh.net,https://ovh.net,,Error
abs4sharp.com,1998-07-21,2024-05-22,2026-07-20,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
ra-controls.com,2024-05-08,2024-05-08,2026-05-08,Wix.com Ltd.,domain-abuse@wix.com,https://wix.com,,200
chelseaschools.com,2004-01-21,2024-11-14,2028-01-21,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
elle-melbourne.com,2024-11-19,2024-11-19,2025-11-19,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
jpmbusinessconsulting.com,2022-03-12,2025-02-11,2026-03-12,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,200
boatsbygeorge.com,1998-04-23,2024-10-30,2027-04-22,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,,200
taylorsfirearms.com,1998-07-30,2024-07-29,2025-07-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
brayleinosplash.com,2015-11-13,2024-10-09,2025-11-13,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,Error
kuzhylna.net,2024-11-04,2025-02-07,2025-11-04,Hetzner Online GmbH,abuse@hetzner.com,https://hetzner.com,,999
richmondkicks.com,2007-03-10,2024-03-10,2025-03-10,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
kallan.com.br,2014-01-16,2018-09-18,2028-09-17,,,,,Error
meiji.ac.jp,,,,,,,,Error
thegravitywell.net,2023-11-08,2024-12-19,2026-11-08,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
imapublic.org,2018-02-01,2024-04-25,2027-02-01,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,,Error
bewellgrp.com,2021-06-09,2023-06-10,2025-06-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
onyxgroup.co.za,2020-03-04,2025-01-31,2026-03-04,ZA-DNS,domainabuse@za-dns.com,https://za-dns.com,,200
joyce.com,1995-09-14,2024-08-12,2026-09-13,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,,Error
ergosante.fr,2012-12-20,2025-01-31,2025-12-20,IONOS SE,hostmaster@1und1.de,https://1und1.de,,200
goldenageelec.com,2021-05-22,2024-05-25,2025-05-22,PDR Ltd. d/b/a PublicDomainRegistry.com,abuse-contact@publicdomainregistry.com,https://publicdomainregistry.com,,200
webwizarddynasty.com,2024-02-14,2025-01-15,2026-02-14,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
theinfinancial.com,1998-08-30,2021-08-31,2026-08-29,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
mylaurier.ca,2000-11-10,2025-01-15,2025-12-01,Internic.ca Inc.,abuse@rebel.com,https://rebel.com,,Error
yourboringfriends.com,2008-05-23,2024-05-24,2026-05-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
fruthgroup.com,2011-11-02,2024-10-03,2025-11-02,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,200
kmdance.studio,2022-08-16,2024-08-06,,Squarespace Domains II LLC,,,,Error
mbid.ca,2007-11-02,2024-10-20,2025-11-02,eNom Canada Corp.,nicrelations@enom.com,https://enom.com,,Error
velectric.com,1996-11-06,2020-09-06,2025-11-05,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
sharestream.com,2001-11-25,2024-10-22,2025-11-25,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,,200
brexenterprises.com,2015-08-28,2024-08-16,2025-08-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
hotel-lot.com,2015-10-16,2022-09-19,2025-10-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
wiebeco.com,2006-10-13,2024-10-18,2025-10-13,Namespro Solutions Inc.,abuse@namespro.ca,https://namespro.ca,,200
moscoe.com,1999-10-28,2024-10-29,2029-10-28,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,,200
ymcaoc.net,1999-01-04,2024-01-05,2029-01-04,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
grayspaceis.com,2024-12-12,2024-12-12,2025-12-12,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,,Error
oakpoint.com,1996-09-28,2024-07-29,2027-09-27,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
corebug.net,2009-11-16,2024-10-19,2025-11-16,"Internet Invest, Ltd. dba Imena.ua",abuse@imena.ua,https://imena.ua,,200
gurukulschoolpune.org,2012-02-03,2024-08-16,2032-02-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
inter.mx,2009-09-03,2024-08-27,2025-09-02,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,,,200
bicingtoursbcn.com,2023-05-14,2023-05-14,2025-05-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
stjohnokc.org,1999-12-15,2024-06-19,2025-12-15,Tucows Domains Inc.,,,,200
greglaws.me,2022-07-15,2024-07-19,2025-07-15,Tucows Domains Inc.,,,,Error
gptrailers.nl,2019-04-24,2024-03-18,,team.blue nl B.V.,,,,200
champ.aero,2002-05-02,2025-01-14,2025-05-02,Secura GmbH,secura@domainregistry.de,https://domainregistry.de,,200
mtrnet.com,1998-02-23,2020-02-10,2029-02-22,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,200
ltsrgroup.com,2006-03-09,2025-01-12,2026-03-09,Pair Domains,abuse@pairdomains.com,https://pairdomains.com,,Error
synerise.be,2014-01-07,,,,,,,200
southernpowdercoating.com,2000-11-17,2025-01-20,2027-01-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
beachbumsdestin.com,2005-10-29,2023-06-21,2027-10-29,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
adpromarketing.com,2009-02-27,2025-02-12,2026-02-27,Tucows Domains Inc.,domainabuse@tucows.com,https://tucows.com,,Exception
hayamax.com.br,2013-05-27,2023-04-04,2025-05-20,,,,,200
robaninc.com,1999-01-28,2021-11-29,2027-01-28,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
gchotel.com,1999-03-17,2023-01-16,2026-03-17,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
rlag.com,1997-01-19,2021-11-21,2027-01-20,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
latahcu.coop,2016-07-25,2024-09-25,2025-07-25,https://www.101domain.com/,abuse@101domain.com,https://101domain.com,,200
shp-llc.com,2009-11-16,2022-09-06,2025-11-16,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,Error
mahc.com,1997-01-24,2023-10-27,2029-01-25,"Network Solutions, LLC",domain.operations@web.com,https://web.com,,Error
innobot.ch,,,,,,,,200
student.khai.edu,2001-04-13,,2025-07-31,,,,,Error
r5-1.deped.gov.ph,,,,,,,,Error
zionhealth.com,2000-04-01,2025-01-30,2026-04-01,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
ankerjensen.dk,2003-09-25,,2025-09-30,Eurodns S.A,,,,Error
dukeint.com,2021-12-10,2024-12-11,2025-12-10,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
mendocinousd.org,2009-01-07,2024-12-15,2026-01-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,,200
