domain,date_registered,date_last_renewed,date_expires,registrar,registrar_url,organization_name
dephoto.co.uk,2002-06-24,2024-09-13,2025-06-24,Heart Internet Limited t/a Heart Internet [Tag = EXTEND],,
insightstudio.nl,2022-12-05,2023-01-31,,team.blue nl B.V.,,Insight Studio
grassert.net,2017-12-04,2025-01-08,2025-12-04,RegistryGate GmbH,https://registrygate.com,Startseite
tanzaniabankers.org,2003-09-26,2024-09-17,2025-09-26,"Network Solutions, LLC",https://web.com,Tanzania Bankers Association
effct.org,2017-08-31,2024-08-21,2025-08-31,Squarespace Domains II LLC,https://squarespace.com,Effct.org
harari.biz,2001-10-04,2024-11-10,,Tucows Domains Inc.,https://tucows.com,
pampangainstitute.edu.ph,,,,,,Pampanga Institute Inc.
barontinisrl.it,2004-10-12,2025-02-08,2026-01-23,Aruba Business s.r.l.,,
prospectiq.ai,2023-01-30,,,1API GmbH,https://1api.net,
erametsaliit.ee,,,2026-01-01,Zone Media OÜ,,Eesti Erametsaliit
vory.foodforhat.com,2020-01-31,2025-03-07,2026-01-31,"NameCheap, Inc.",https://namecheap.com,
destination-numerique.fr,2023-12-26,2023-12-31,2026-12-26,Hostinger operations UAB,https://hostinger.com,Accueil
top.ie,2001-04-26,,2025-04-27,Register 365,,Top Oil
s.colomboamericano.edu.co,2004-12-09,2020-12-23,2025-12-12,.CO Internet S.A.S.,https://cointernet.com.co,
idafram.fi,2009-01-12,2024-12-28,2026-01-12,Cloud City Oy,,Palveluiden markkinoinnin toimisto Ida Fram
xsarus.nl,2000-03-16,2021-11-04,,team.blue nl B.V.,,XSARUS.nl
adventureoban.org,2021-01-31,2025-02-01,2026-01-31,"GoDaddy.com, LLC",https://godaddy.com,Adventure Oban
moser.ie,2022-07-20,,2025-07-20,Hosting Ireland,,
tda.aero,2010-07-12,2024-06-18,2025-07-12,Tucows Domains Inc.,https://tucows.com,
kagi.be,2019-06-22,,,,,
bsge.org,2004-02-27,2025-01-08,2030-02-27,easyDNS Technologies Inc.,https://easydns.com,The Baccalaureate School for Global Education
sthelena.vic.edu.au,,2024-04-15,,Education Services Australia Limited,,St Helena Secondary College
amsassociates.us,2003-02-18,2023-01-04,2032-02-17,"Misk.com, Inc.",https://misk.com,
simplyparkandfly.co.uk,2012-08-06,2024-08-07,2025-08-06,"GoDaddy.com, LLC. [Tag = GODADDY]",,Simply Park and Fly
aditor.de,,2016-12-13,,,,Aditor
ninakutscher.de,,2024-06-20,,,,
gz-photo.de,,2024-12-16,,,,
tripleefarms.net,2021-03-22,2025-01-21,2026-03-22,"Network Solutions, LLC",https://web.com,
miskow.pl,2024-01-12,2025-01-07,2026-01-12,Globtel Internet Szymon Hersztek,,
ad-nuernberg.de,,2013-03-09,,,,A&D Feinbackwaren Nürnberg
tnmc.edu.vn,,,,,,
lofbergs.co.uk,2008-02-28,2025-02-03,2027-02-28,Ascio Technologies Corp. Denmark &ndash; filial af Ascio Technologies Corp. Canada [Tag = ASCIO],,Löfbergs
mundycruising.co.uk,2000-03-04,2025-02-18,2026-03-04,D3R Ltd [Tag = D3RLTD],,Mundy Cruising
aliveistheorganize.online,2023-06-03,2024-08-29,2025-06-03,IONOS SE,,
stehlin.de,,2008-11-17,,,,
az-it-service.de,,2020-06-29,,,,Service
pforzheimer-pflegedienst.de,,2020-10-29,,,,Häusliche Pflege
pyynsi.edu.ee,,,,,,Püünsi Kool
ronincrossfit.ie,2016-11-10,,2025-11-10,Register 365,,RÃ³nin CrossFit
boumasportengroen.nl,2004-05-24,2022-07-27,,NextName B.V.,,
statetreasury.fi,1999-01-07,2023-01-02,2025-08-31,Valtion tieto- ja viestint�tekniikkakeskus Valtori,,Valtiokonttori
nomorestupid.org,2018-12-22,2024-04-04,2026-12-22,"Cloudflare, Inc.",https://cloudflare.com,
berndjacobs.de,,2018-08-18,,,,
epc-ucb.edu.bo,,,,,https://epc-ucb.edu.bo,Inicio
castertech.com.br,2008-02-14,2023-08-14,2033-09-11,,,Castertech
alumni.fullsail.edu,2003-04-17,,2027-07-31,,,
smartopiainc.ca,2022-11-16,2023-01-15,2025-11-16,"Go Daddy Domains Canada, Inc",https://godaddy.com,Smartopia – Smart Homes
cuppa.cl,,,,NIC Chile,,Cuppa.CL
croi.se,2017-05-30,2025-03-04,2026-05-30,Gandi SAS,,
antonyrichards.co.uk,2003-10-12,2024-12-07,2025-10-12,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
westcecilhealth.org,2007-12-09,2025-01-18,2025-12-09,"Name106, Inc.",https://name.com,WCHC
avonfire.gov.uk,1996-08-01,,,No registrar listed.  This domain is directly registered with Nominet.,,Avon Fire and Rescue Service
anjomed.com.br,2013-08-28,2024-07-10,2025-08-28,,,
time2prosper.net,2007-07-19,2024-07-20,2025-07-19,"Wild West Domains, LLC",https://wildwestdomains.com,ProsperLink Tax Group
nissa.ro,2004-08-16,,2025-09-14,ICI - Registrar,,NISSA
noorden.com.au,,2024-05-13,,Web Address Registration Pty Ltd,,Noorden Real Estate
divyam.ai,2024-02-21,,,1API GmbH,https://1api.net,Divyam.AI
villarealcf.es,,,,,,villarealcf.es
itla.mx,2009-05-07,2024-06-26,2025-05-06,Wingu Networks S.A de C.V.,,
manufacture-joailliere-suisse.ch,,,,,,
thehome.org,1998-03-23,2024-08-11,2026-03-22,"GoDaddy.com, LLC",https://godaddy.com,
lsce.ipsl.fr,1994-12-31,2025-01-31,2025-12-31,GIP RENATER,https://renater.fr,
audio-technica.eu,,,,Register S.p.A.,,
forstbetriebe-woerndl.de,,2018-07-25,,,,
somnium.am,,,,globalar (GlobalAR LLC),https://globalar.com,SOMNIUM Group of Companies
smartnation.gov.sg,2014-04-17,2024-10-03,2025-04-17,Government Technology Agency,,Smart Nation Singapore
madaa.co,2016-11-16,2024-10-22,2026-11-15,Key-Systems GmbH,https://key-systems.net,
haug.net.au,,2024-04-23,,Melbourne IT,,
rime.de,,2021-02-02,,,,Rime GmbH
educapenha.com.br,2020-03-20,2025-01-02,2026-03-20,,,EDUCAPENHA – Todos pela educação
eli.gov.tr,2005-02-15,,2026-02-14,,,
stelram.co.uk,2000-09-06,2024-04-12,2027-09-06,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,Stelram
sltc.ac.lk,,,,,,SLTC
nghs.org.uk,2014-03-13,2024-02-12,2026-03-13,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,Newport Girls' High School
reachroyals.org,2014-07-31,2024-07-29,2025-07-31,"GoDaddy.com, LLC",https://godaddy.com,REACH Leadership STEAM Academy
discoverydesign.co.uk,1998-12-31,2024-11-01,2026-12-31,ANS Group Ltd [Tag = UKFAST],,Discovery Design
continentaltextiles.co.uk,2005-06-14,2024-10-29,2026-06-14,Zen Internet Limited [Tag = ZENSYS],,Continental Textiles
ksmx.kroschu.com,1998-05-13,2024-05-13,2025-05-12,Deutsche Telekom AG,https://telekom.de,
students.vimsia.org,2008-12-09,2022-11-01,2031-12-09,"GKG.NET, INC.",https://gkg.net,
toyota.co.tz,,,,REG-ESEA,,Toyota Tanzania Ltd.
pakk.co.uk,2015-07-28,2024-06-24,2025-07-28,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
j3engineering.net,2003-08-12,2025-02-02,2026-04-03,"Network Solutions, LLC",https://web.com,
electric2000.co.za,2006-03-14,2024-03-13,2025-03-14,DIAMATRIX C.C.,https://domains.co.za,Electric 2000
bosscollection.vip,2020-04-20,2025-02-25,2025-04-20,Go France Domains Inc,,Linktree
gpastudent.org,2017-10-25,2024-07-21,2027-10-25,"GoDaddy.com, LLC",https://godaddy.com,
doehler.com.cn,,,,,,
crescenzipacinottisirani.it,2018-07-19,2024-08-04,2025-07-19,Aruba s.p.a.,,
cairn.edu,2012-07-10,,2027-07-31,,,Cairn University
mail.aireserv.com,1996-03-11,2024-11-09,2034-03-12,"GoDaddy Corporate Domains, LLC",https://gcd.com,
uws.ac.uk,1996-08-01,,,No registrar listed.  This domain is directly registered with Nominet.,,
techspertsolutions.us,2024-05-27,2024-06-01,2025-05-27,"GoDaddy.com, LLC",https://godaddy.com,Techspert Solutions
creativecats.com.au,,2024-01-03,,Domain Directors Pty Ltd trading as Instra,,Creative Cats
multiplier.co.in,2007-03-30,2022-03-17,2026-03-30,"GoDaddy.com, LLC",,
grupoguia.mx,2009-07-22,2022-08-20,2027-07-21,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,Grupo Guía
zschuschen.nl,2005-04-13,2024-11-18,,Cronon GmbH,,
af.edu.mx,2013-08-29,2024-08-30,2025-08-29,"AKKY ONLINE SOLUTIONS, S.A. DE C.V.",,af.edu.mx
unifipmoc.edu.br,2018-12-26,2023-06-22,,,,UNIFIPMoc
gracehealthky.org,2016-12-12,2024-07-17,2025-12-12,"GoDaddy.com, LLC",https://godaddy.com,Grace Health
thehighlandweigh.co.uk,2022-02-03,2024-09-18,2026-02-03,123-Reg Limited t/a 123-reg [Tag = 123-REG],,The Highland Weigh
icserasmo.edu.it,2024-08-23,2024-08-23,2025-08-23,Neen S.p.a.,,IC Erasmo da Rotterdam
matt-martin.net,2002-06-18,2022-10-30,2029-06-18,"GoDaddy.com, LLC",https://godaddy.com,
morton-law.us,2002-11-08,2024-04-16,2025-11-07,"GoDaddy.com, LLC",https://godaddy.com,Bo Morton Attorney at Law
virtualstaffingph.net,2022-08-23,2023-08-24,2025-08-23,Launchpad.com Inc.,https://hostgator.com,Index of /
provencale.lu,,,,Visual Online S.A.,,La Provençale
walshclan.biz,2004-01-16,2025-01-13,,Tucows Domains Inc.,https://tucows.com,Web Hosting from HostPapa
bellissimaclinic.no,2022-05-20,2024-05-20,,,,Bellissima clinic
leadersconsultancy.co.uk,2016-12-02,2024-11-02,2025-12-02,"Cloudflare, Inc. [Tag = CLOUDFLARE]",,Leaders
ahepavic.org.au,,2024-05-27,,Discount Domain Name Services Pty Ltd,,
alter.global,2016-06-27,2024-07-01,2025-06-27,Tucows Domains Inc.,https://tucows.com,Alter Global
recru.us,2019-04-04,2024-04-10,2025-04-04,"GoDaddy.com, LLC",https://godaddy.com,Recru
beyondwealth.life,2019-06-12,2024-05-18,2025-06-12,,https://namecheap.com,
jubla.ch,,,,,,Jungwacht Blauring Schweiz
lvsachsen.de,,2023-05-22,,,,LV Sachsen
nealgroup.net,2001-05-14,2025-02-05,2026-05-14,NAMECHEAP INC,https://namecheap.com,"The Neal Group, LLC"
ccdhb.org.nz,,,,,,Capital & Coast District Health Board
gojade.com.au,,2024-09-04,,Synergy Wholesale Accreditations Pty Ltd,,
heinze-burgdorf.de,,2007-06-22,,,,
adreiholdings.onmicrosoft.com,2005-02-03,2025-01-02,2026-02-03,"MarkMonitor, Inc.",https://markmonitor.com,
quickcarfinance.co.uk,2018-08-31,2024-09-01,2026-08-31,123-Reg Limited t/a 123-reg [Tag = 123-REG],,Quick Car Finance
theamni.ca,2021-02-02,2025-02-03,2027-02-02,"Go Daddy Domains Canada, Inc",https://godaddy.com,Best Immigration Consultant In Canada
fariasbrito.com.br,2004-11-03,2023-04-05,2026-04-09,,,Farias Brito
schmetterling.fairplane.co,2011-04-07,2025-02-23,2026-04-06,Ledl.net GmbH,https://ledl.net,
mef.net,2000-04-27,2024-12-19,2029-04-27,"GoDaddy.com, LLC",https://godaddy.com,
ahrcnyc.org,1996-11-05,2024-12-19,2025-11-04,"GoDaddy.com, LLC",https://godaddy.com,AHRC New York City
humbleisd.net,2005-04-25,2022-09-09,2026-04-25,"GoDaddy.com, LLC",https://godaddy.com,HUMBLE ISD
corporativopatrimonialhipotecario.com.mx,2021-08-13,2024-09-29,2025-08-13,InterNetX GmbH,,
henrico.us,2005-07-20,2020-06-20,2025-07-19,"GoDaddy.com, LLC",https://godaddy.com,
terviseamet.ee,,,2025-11-23,Zone Media OÜ,,Terviseamet
goforward.tech,2019-04-05,2025-03-06,2026-04-05,NAMECHEAP INC,https://namecheap.com,Forward Integration Technologies
exolab.it,2007-10-25,2024-10-14,2025-09-28,Aruba s.p.a.,,
sowcollective.org,2020-08-27,2024-08-22,2025-08-27,Tucows Domains Inc.,,Shift Our Ways Collective
ucm.edu.co,2004-06-25,2024-06-18,2025-06-27,.CO Internet S.A.S.,https://cointernet.com.co,Acreditada de Alta Calidad
batt.eu,,,,Orange,,Batt & Associés
dodwellbros.co.uk,2005-07-12,2024-09-04,2025-07-12,123-Reg Limited t/a 123-reg [Tag = 123-REG],,
aetherial-solutions.de,,2024-02-01,,,,
ms1.megaegg.ne.jp,,,,,,
clearviewservices.biz,2024-03-10,2025-03-11,,"GoDaddy.com, LLC",https://godaddy.com,
pdu.edu.vn,,,,,,Website Truong Dai Hoc Pham Van Dong
concentra.co.uk,1996-08-01,2024-06-01,2025-06-30,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,
terranobel.de,,2018-09-08,,,,
i-red.at,,,,,,i-RED
thinkproperties.ca,2009-06-22,2024-06-07,2025-06-22,Tucows.com Co.,https://tucows.com,
dogstar.net.au,,2024-06-03,,GoDaddy.com LLC trading as GoDaddy.com,,
meesterbloembinderij.nl,2011-09-07,2025-03-06,,Metaregistrar B.V.,,
bos-franken.de,,2021-07-20,,,,B.O.S
smhc.org,1997-04-21,2025-02-26,2026-04-22,"Network Solutions, LLC",https://web.com,MaineHealth
ladamedepic.fr,2012-03-09,2025-01-21,2027-03-09,GANDI,https://support.gandi.net,
rmpv.lv,,2025-03-12,,,,
aths.ac.ae,,,,,,
amer.net,1995-06-08,2024-05-22,2025-06-07,"ENOM, INC.",https://tucows.com,AMERNET
svdb.fr,2007-10-03,2025-01-28,2025-10-03,IONOS SE,https://1und1.de,SIVoM Val de Banquière
mcvts.org,1996-10-04,2024-11-17,2025-10-03,"GoDaddy.com, LLC",https://godaddy.com,
iesofia.edu.pe,,,,NIC.PE,,
luxurylawnservices.net,2021-08-08,2024-08-14,2025-08-08,"DomainPeople, Inc.",https://domainpeople.com,Luxury Lawn Services
poloadria.it,2019-12-17,2025-01-02,2025-12-17,Aruba Business s.r.l.,,
flipout.com.au,,2024-03-31,,Domain Directors Pty Ltd trading as Instra,,Flip Out
zsezzlin.cz,2007-09-26,2024-12-11,2025-09-26,REG-MOJEID,,zsezzlin.edupage.org
hollandskroon.nl,2006-12-15,2024-09-16,,Triple Interactive B.V.,,Gemeente Hollands Kroon
lewarehouse.mu,2020-06-22,2023-06-23,2025-06-22,Register.mu,,Le Warehouse Ltd.
christmaster.com.br,2023-02-10,2025-01-08,2026-01-27,,,
ringlake.org,2000-03-17,2024-03-31,2027-03-17,"Network Solutions, LLC",https://web.com,Ring Lake Ranch
berkleyschools.org,2009-07-06,2024-07-05,2027-07-06,"GoDaddy.com, LLC",https://godaddy.com,Berkley Schools
dasir.fr,2000-01-16,2024-09-03,2025-09-29,GANDI,https://support.gandi.net,
familie-sigmund.eu,,,,united-domains AG,,
jcctm.edu.hk,1998-02-16,,2026-03-05,Hong Kong Domain Name Registration Company Limited,https://hkdnr.hk Hotline: +852 2319 1313,
grovetonisd.net,2002-01-15,2024-09-06,2034-01-15,"Network Solutions, LLC",https://web.com,
payy.fr,2024-10-01,2024-10-06,2025-10-01,SAS Ligne Web Services - LWS,https://lws.fr,
arbuza.in,2019-12-21,2024-12-18,2025-12-21,Endurance Digital Domain Technology Private Limited,https://publicdomainregistry.com,Arbuza Regenerate – Empowering Lives
mail.jamessprunt.edu,2002-03-07,,2027-07-31,,,
northstarmechanicalltd.ca,2014-10-31,2024-11-20,2025-10-31,"Go Daddy Domains Canada, Inc",https://godaddy.com,
irish-corner.eu,,,,IONOS SE,,
navos.co.uk,2020-06-14,2020-06-14,2025-06-14,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,Navos Technologies
umanitoba.ca,2000-10-20,2025-01-30,2026-04-14,Webnames.ca Inc.,https://webnames.ca,University of Manitoba
fkggoettingen.de,,2020-10-07,,,,IServ
indiantrail.org,1998-10-15,2024-09-14,2025-10-14,"Amazon Registrar, Inc.",https://support.aws.com,"Indian Trail, NC"
cjcpr.net,2020-04-07,2024-04-15,2025-04-07,PDR Ltd. d/b/a PublicDomainRegistry.com,https://publicdomainregistry.com,CJC PR
pinkelephant.co.uk,1997-09-12,2024-11-27,2025-09-12,"GoDaddy.com, LLC. [Tag = GODADDY]",,Pink Elephant United Kingdom
cyberdyne.jp,2004-07-06,,2025-07-31,,,CYBERDYNE
klschools.org,1999-12-14,2024-12-18,2025-12-14,"BRANDON GRAY INTERNET SERVICES INC. (dba ""NameJuice.com"")",https://namejuice.com,Katonah
unique21.co.uk,2013-11-06,2024-11-05,2025-11-06,Ionos SE [Tag = 1AND1],,UNIQUE21
cushionfactory.com.au,,2024-06-21,,Synergy Wholesale Accreditations Pty Ltd,,Cushion Factory
bleichgmbh.de,,2018-08-17,,,,
fayettecountyhospital.org,2001-05-24,2024-07-08,2027-05-24,"Register.com, Inc.",https://web.com,
uandina.edu.pe,,,,NIC.PE,,Universidad Andina del Cusco – UAndina
georgiamorgan.com.au,,2024-06-01,,Synergy Wholesale Accreditations Pty Ltd,,
inextenso.fr,1998-02-25,2024-08-01,2026-07-21,GANDI,https://support.gandi.net,In Extenso
macmillan.org.uk,1997-05-20,2023-05-20,2025-05-20,Team Blue Internet Services UK Limited [Tag = LCN],,Macmillan Cancer Support
gmasystemsrls.it,2017-11-22,2024-12-08,2025-11-22,Register S.p.a.,,
uq.net.au,,2024-04-07,,Domain Directors Pty Ltd trading as Instra,,The University of Queensland
pioneerwireless.net,2001-06-25,2021-06-09,2026-06-25,"Network Solutions, LLC",https://web.com,
maurya.co.in,2013-08-29,2024-11-24,2025-08-29,"Spaceship, Inc.",https://spaceship.com,
ccp.pcc.com,1989-07-25,2024-07-24,2034-07-24,"Network Solutions, LLC",https://web.com,
mathewsonandrosemond.co.uk,2003-09-22,2024-08-23,2025-09-22,Fasthosts Internet Ltd [Tag = LIVEDOMAINS],,Mathewson & Rosemond
theportsmouthshop.necoxmail.com,2000-09-06,2024-11-12,2025-09-06,"CSC Corporate Domains, Inc.",https://cscglobal.com,
alunos.esbn.pt,,,,,,
lansemi.org,2007-06-13,2018-05-14,2027-06-13,Tucows Domains Inc.,,
liigume.ee,,,2025-12-13,Zone Media OÜ,,Liikumisharrastuse kompetentsikeskus
mimmsa.org,2023-06-01,2024-08-25,2033-06-01,"GoDaddy.com, LLC",https://godaddy.com,
vincotte.be,2004-07-15,,,,,Vinçotte
cdlinc.ca,2012-02-27,2025-02-28,2026-02-27,"Go Daddy Domains Canada, Inc",https://godaddy.com,Les Équipements d'Érablière CDL
gipa.ge,2001-07-28,,2025-07-29,grena,https://gipa.ge,GIPA
agira.ai,2024-05-16,,,NAMECHEAP INC,https://namecheap.com,Agira
justaddwine.nl,2005-11-24,2021-09-07,,Brisk ICT B.V.,,Just Add Wine
brandlinge.ch,,,,,,BrandLinge
aausports.org,1996-10-08,2024-10-08,2025-10-07,"CSC Corporate Domains, Inc.",https://cscglobal.com,
maqii.de,,2022-10-10,,,,MAQII
nevsehir.edu.tr,2007-07-21,,2025-07-20,,,Nevşehir Hacı Bektaş Veli Üniversitesi
csslaval.gouv.qc.ca,2000-10-23,2024-09-11,2029-09-22,A.R.C. Informatique Inc.,https://arcinfo.qc.ca,Centre de services scolaire de Laval
martinmethodist.edu,1997-03-12,,2025-07-31,,,
orderofmalta.org,1998-08-18,2021-08-17,2031-08-17,"Network Solutions, LLC",https://web.com,
bowlingstar.fr,2004-11-22,2024-11-12,2025-11-22,OVH,https://ovh.net,Bowlingstar
sharpbrains.co.uk,2017-05-09,2024-06-30,2032-05-09,"GoDaddy.com, LLC. [Tag = GODADDY]",,Sharp Brains
dreco.com.br,2014-10-19,2024-11-05,2025-10-19,,,
blue-collar.marketing,2024-11-13,2024-11-18,2025-11-13,Squarespace Domains LLC,https://squarespace.com,
discoverdreams.in,2023-02-18,2024-09-24,2026-02-18,"GoDaddy.com, LLC",,Discover Dreams
marscapital.ie,2014-04-10,,2025-04-11,Register 365,,Mars Capital Finance
blackhilloutdoor.sk,2015-01-28,2025-01-14,2026-01-28,"ACTIVE 24, s.r.o.",https://domeny.cz,Black hill outdoor
realtree.realty,2019-05-11,2024-05-14,2025-05-11,NAMECHEAP INC,https://namecheap.com,
rtvc.gov.co,2004-12-06,2020-12-13,2025-12-06,.CO Internet S.A.S.,https://cointernet.com.co,RTVC Sistema de Medios Públicos
galpoesinvest.com.br,2024-06-14,2024-06-14,2025-06-20,,,Galpões Invest
ctgusa.net,2001-04-17,2024-04-18,2026-04-17,"GoDaddy.com, LLC",https://godaddy.com,CTG – Corporate Technologies Group
school.edu.bb,,,,,,
orientafirst.fr,2017-12-19,2025-01-31,2025-12-19,OVH,https://ovh.net,Orientafirst
ddsa.com.br,2012-09-21,2023-07-13,2025-07-15,,,DDSA
xbhs.net,2004-01-15,2021-12-16,2028-01-15,"Network Solutions, LLC",https://web.com,
sndmc.co.kr,2024-11-20,2024-11-20,2029-11-20,"Gabia, Inc.(http://www.gabia.co.kr)",,
gifta.co.uk,2020-05-18,2024-07-20,2025-05-18,"GoDaddy.com, LLC. [Tag = GODADDY]",,GIFTA
seethru.com.au,,,,,,
optiplan.eu,,,,,,Optiplan
accrete.co.in,,,,,,Welcome to Accrete
bandai-wh.com.br,,,,,,Bandai do Brasil
peterarnold.ca,2012-11-24,2024-11-21,2026-11-24,"Go Daddy Domains Canada, Inc",https://godaddy.com,"Peter Arnold, CLU, CFC, CNM"
genia.design,2023-09-15,2024-12-02,,whois.godaddy.com,https://godaddy.com,Genia
universitat-wuerzburg.de,,2025-02-07,,,,
stashllc.net,,,,,,Stash Enterprises
jopco.net,,,,,,JOPCO
unkel-berlin.de,,2014-01-04,,,,Einfach schönere Bilder
ukm.edu.my,,,,,,
reinfer.io,,,,,,
onecs.net,,,,,,onecs.net
drskoonin.co.za,2020-10-27,2024-10-27,2025-10-27,xneelo (Pty) Ltd,https://xneelo.com,
trilliuminstitute.org,,,,,,
1994mail.ru,2024-02-23,,2026-02-23,RU-CENTER-RU,,
sports-aventure.fr,,,,,,Sports Aventure
westfridge.com.au,,,,,,
evv.ee,,,,,,Emajõe Veevärk
reeleaf.nl,2013-05-30,2020-07-27,,Registrar.eu,,Reeleaf
sinblat.es,,,,,,
msaunitedway.org,,,,,,Missouri Slope Areawide United Way
gruppozappieri.it,,,,,,Zappieri Milano
wolf-produktionssysteme.de,,2020-03-27,,,,Wolf Produktionssysteme
rundfunk-gruppe.de,,2022-07-08,,,,Landingpage
firstmailing.co.uk,,,,,,First Mailing
symporg.ch,,,,,,
dentaurum.com.au,,,,,,DENTAURUM
tda.cl,,,,NIC Chile,,Domain Default page
hermes-europe.co.uk,,,,,,Evri
quitzin.de,,2024-01-16,,,,
rbcardiff.net,,,,,,
ebhstallions.net,,,,,,
uscm.org,,,,,,
sacs.edu.ph,,,,,,You are being redirected...
centrodeinformacion.org,,,,,,Centro de Información
jeweliet.net,,,,,,
brainsys.nl,2014-11-17,2025-02-03,,Registrar.eu,,BrainSys
jinjennyang.com.tw,,,,,,金振揚精密工業股份有限公司
geolabs.net,,,,,,"Geolabs, Inc."
ga360.expert,,,,,,
pgtech.in,,,,,,
pointmade.ai,2025-01-19,,,NAMECHEAP INC,https://namecheap.com,PointMade
bearmtg.net,,,,,,Bear Mortgage
cel.edu.br,,,,,,
andtw.mx,2023-04-19,2024-07-26,2026-04-19,GoDaddy.com,,&TW Arquitectura y construcción
baydental.net,2003-06-20,2024-05-27,2025-06-20,"GoDaddy.com, LLC",https://godaddy.com,Bay Dental
hshl.de,,2023-06-26,,,,Lippstadt
up.edu.ph,,,,,,University of the Philippines
moca.connectionsacademy.org,2001-11-19,2024-11-20,2025-11-19,"CSC Corporate Domains, Inc.",https://cscglobal.com,
medicinesrus.com.au,,2025-03-11,,Web Address Registration Pty Ltd,,
csp-crewsupport.de,,2023-04-20,,,,
mwebbiz.co.za,2005-10-28,2024-10-21,2025-10-28,DIAMATRIX C.C.,https://domains.co.za,
noordam-makelaardij.nl,2001-05-09,2009-09-09,,Easyhosting B.V.,,
greenbaystudent.org,2013-05-28,2024-07-01,2028-05-28,"GoDaddy.com, LLC",https://godaddy.com,
clarity.video,2020-10-09,2024-01-19,2025-10-09,IONOS SE,https://ionos.com,Clarity
konextel.com.ar,,,,,,
mansheadschool.co.uk,2006-03-27,2024-03-21,2026-03-27,UK2 Limited [Tag = UK2NET],,Manshead CE Academy
staiman.net,1999-12-17,2023-12-22,2025-12-17,"GoDaddy.com, LLC",https://godaddy.com,
schuster-automation.de,,2016-01-15,,,,Schuster Sondermaschinenbau
nywift.org,1996-06-05,2022-05-19,2025-06-04,Tucows Domains Inc.,,Home Page
drean.eu,,,,OVH SAS,,
dallairerealty.info,2014-04-14,2024-07-01,2025-04-14,"GoDaddy.com, LLC",https://godaddy.com,
krach-gutachter.de,,2018-09-10,,,,KRACH
derrypl.org,2008-07-24,2024-07-13,2025-07-24,FastDomain Inc.,https://fastdomain.com,Derry Public Library
chasesoftware.co.za,2000-08-11,2024-06-30,2025-08-11,Afrihost,https://afrihost.com,Chase Software
steelvalleysd.org,2013-01-23,2024-07-19,2028-01-23,"Cloudflare, Inc.",https://cloudflare.com,
blackinktech.io,2019-04-25,2024-08-10,2025-04-25,"GoDaddy.com, LLC",,Black Ink Tech
buzpersoneelsdiensten.nl,2016-01-27,2025-02-14,,Registrar.eu,,BUZ Personeelsdiensten
astmtmc.org,2020-10-29,2023-05-06,2026-10-29,"Cloudflare, Inc.",https://cloudflare.com,TMC HomePage
matt.myhcdsb.org,2012-12-17,2025-01-31,2025-12-17,Namescout Ltd,https://rebel.com,
bisona.de,,2023-01-24,,,,
licent.nl,1999-05-31,2024-10-11,,DataVisual B.V.,,Licent
flowerscambridge.co.uk,1999-12-07,2023-12-07,2025-12-07,Team Blue Internet Services UK Limited [Tag = LCN],,The Manor Florist
cobotx.nl,2021-02-07,2023-10-27,,Domain Robot,,Cobotx – Automatisering die samenwerkt!
prof.immc.com.br,2015-07-29,2023-12-18,2031-07-29,,,
soulsona.au,,2024-06-03,,GoDaddy.com LLC trading as GoDaddy.com,,Soulsona
