Unnamed: 0,domain,registration_date,last_updated,expiration_date,registrar_name,registrar_email,registrar_url,Unnamed: 0.1
,hyperpure.com,2005-07-24,2024-02-25,2031-07-24,https://www.101domain.com/,abuse@101domain.com,https://101domain.com,
,hyundaimotormex-leads.com,2017-05-03,2024-08-22,2031-05-03,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,iad.gov,2008-09-29,2024-01-08,2025-09-29,get.gov,Njsause@nsa.gov,https://nsa.gov,
,iadyt.one,2021-02-02,2025-02-06,2026-02-02,One.com A/S,abuse@one.com,https://one.com,
,iai.co.il,,,,Israel Internet Association ISOC-IL,rgoldner@iai.co.il,https://iai.co.il,
,id1.cn,2005-12-16,,2025-12-16,厦门三五互联信息有限公司,yong.chen@tendcloud.com,https://tendcloud.com,
,ienucl.shop,,,,,,,
,ieplads.com,2005-11-24,2025-03-03,2028-11-24,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,ifleet.hu,,,,,,,
,iguatemi.com.br,2010-08-03,2023-08-04,2026-04-30,,,,
,iheartvegetables.com,2011-10-14,2024-10-14,2029-10-14,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,iliga.de,,2018-11-05,,,,,
,imagecompressor.com,2004-09-05,2024-08-06,2029-09-05,"NameCheap, Inc.",abuse@namecheap.com,https://namecheap.com,
,imccinemas.ie,2007-03-12,,2026-03-12,Register 365,,,
,thepublive.com,2021-09-09,2024-09-14,2026-09-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,immersivegamebox.com,2021-08-03,2025-01-15,2025-08-03,Instra Corporation Pty Ltd.,abuse@instra.com,https://instra.com,
,impactia.com,2000-03-11,2024-03-12,2025-03-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,impfservice.wien,2018-10-03,2025-02-13,2025-10-03,EPAG Domainservices GmbH,compliance@epag.de,https://epag.de,
,infinite.pl,2002-06-15,2025-02-17,2026-06-14,OVH SAS,,,
,infoedglobal.com,2011-02-15,2023-07-30,2026-02-15,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,informationng.com,2012-12-09,2024-11-26,2025-12-09,"Cloudflare, Inc.",registrar-abuse@cloudflare.com,https://cloudflare.com,
,infrasos.com,2022-03-29,2025-03-06,2026-03-29,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,initial.com,1995-08-22,2024-05-03,2025-08-21,NOM-IQ Ltd dba Com Laude,abuse@comlaude.com,https://comlaude.com,
,innomatics.com,2001-01-04,2025-01-22,2026-01-04,Key-Systems GmbH,abuse@key-systems.net,https://key-systems.net,
,insd.io,2014-10-15,2024-11-29,2025-10-15,"GoDaddy.com, LLC",,,
,installatie.nl,1999-05-06,2022-04-01,,Hostnet B.V.,,,
,integrisandme.com,2015-08-07,2025-01-18,2026-01-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,intel-email.com,2015-09-16,2024-07-12,2026-09-16,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,intercolombia.com,2011-10-19,2024-06-12,2027-10-19,Hello Internet Corp,abuse@hello.co,https://hello.co,
,intersecttech.io,2023-04-27,2024-09-10,2025-04-27,"GoDaddy.com, LLC",,,
,inwebr.com,2020-08-26,2024-07-27,2027-08-26,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,ipb.pt,,,,,,,
,iphosting.com.br,2003-01-26,2021-12-27,2027-01-26,,,,
,iqtest.com,1996-03-12,2021-01-12,2026-03-13,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,ishopastro.com,2022-01-05,2024-12-30,2026-01-05,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,islingtongazette.co.uk,1999-11-08,2024-10-05,2025-11-08,Gandi [Tag = GANDI],,,
,ispringlearn.ru,2014-09-26,,2025-09-26,RU-CENTER-RU,,,
,italsempione.it,1997-06-10,2025-03-05,2025-03-04,Telecom Italia s.p.a.,,,
,itools.cn,2007-11-01,,2029-11-01,北京光速连通科贸有限公司,100008@qq.com,https://qq.com,
,iugome.com,2003-08-11,2024-11-28,2026-08-11,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,iyundy.com,,,,,,,
,izquierdazo.com,2012-11-20,2024-11-01,2025-11-20,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,jabil.org,1999-05-06,2024-04-09,2025-05-06,MarkMonitor Inc.,abusecomplaints@markmonitor.com,https://markmonitor.com,
,jacksonsun.com,1998-06-04,2024-05-06,2025-06-03,"GoDaddy Corporate Domains, LLC",abuse@gcd.com,https://gcd.com,
,jamindustrialsupply.com,2014-07-14,2024-05-15,2026-07-14,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,japonmania.com,2000-04-13,2023-03-18,2025-04-13,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,jassas-shop.de,,2024-02-22,,,,,
,jdpower.ai,2017-12-21,,,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,jeanscentre.nl,1999-08-17,2024-05-01,,team.blue nl B.V.,,,
,jhpfashion.nl,2015-10-23,2023-06-15,,Key-Systems GmbH,,,
,jlcolumbia.org,1998-03-09,2025-02-12,2026-03-08,"eNom, LLC",,,
,joakesurvey.space,,,,,,,
,jollyrascals.com,2014-04-28,2023-01-23,2032-04-28,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk,
,journal.hr,2015-08-09,2025-03-08,2025-08-09,,,,
,jouteetu.net,2021-07-08,2024-06-08,2025-07-08,URL SOLUTIONS INC.,abuse@pananames.com,https://pananames.com,
,joyheartstudio.com,2022-08-03,2024-06-24,2025-08-03,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,jpo-online.com,2007-09-20,2024-09-23,2026-09-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,jq22.com,2013-11-22,2024-10-23,2025-11-22,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,jugendbuch-couch.de,,2020-10-29,,,,,
,justfit.app,2021-08-05,2024-09-19,2025-08-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,justia.zone,2014-10-07,2024-10-06,2025-10-07,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com,
,k-way.fr,2011-06-09,2024-09-30,2025-08-02,AMEN / Agence des Médias Numériques,afnic@amen.fr,https://amen.fr,
,k5technologycurriculum.com,2017-05-31,2024-05-31,2025-05-31,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,
,kabika.de,,2018-07-27,,,,,
,kaleandcardio.com,2021-05-10,2024-03-12,2025-05-10,"NameCheap, Inc.",abuse@namecheap.com,https://namecheap.com,
,kalynskitchen.com,2005-09-06,2024-09-06,2025-09-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,karpo.cz,1998-02-19,2024-12-11,2025-10-07,REG-ACTIVE24,,,
,kbtradepartners.com,2003-05-14,2024-05-10,2025-05-14,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,kdrs.de,,2025-02-04,,,,,
,keboola.com,2008-06-02,2024-01-26,2028-06-02,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,keepsupply.com,2010-01-25,2025-01-10,2026-01-25,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,
,keg.com,1996-05-23,2021-06-28,2026-05-24,EuroDNS S.A.,legalservices@eurodns.com,https://eurodns.com,
,keikei.com,2000-01-06,2025-01-03,2027-01-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,kelhamupcycle.com,,,,,,,
,kendrasboutique.com,2012-10-03,2024-10-04,2025-10-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,kerrydalestreet.co.uk,2004-09-07,2024-08-08,2026-09-07,Heart Internet Limited t/a Heart Internet [Tag = HEARTINTERNET],,,
,key.me,2008-04-29,2024-06-13,2032-04-29,"GoDaddy.com, LLC",,,
,kilgray.com,2004-10-03,2023-10-04,2025-10-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,kilz.com,1997-01-14,2024-06-13,2026-01-13,NOM-IQ Ltd dba Com Laude,abuse@comlaude.com,https://comlaude.com,
,kinetecuk.com,2014-04-30,2024-05-01,2025-04-30,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk,
,kinobox.cz,1998-07-16,2024-12-11,2026-10-24,REG-MOJEID,,,
,kiosk.nl,1999-08-31,2024-09-03,,Registrar.eu,,,
,kirizanetwork.xyz,2020-04-28,2024-04-26,2025-04-28,CV. Jogjacamp,abuse@resellercamp.com,https://resellercamp.com,
,kissasian.lu,,,,EPAG Domainservices GmbH,,,
,kitchenkocktailsusa.com,2021-05-05,2023-05-06,2025-05-05,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,klausen.dk,2003-06-25,,2032-06-30,,,,
,kluwerarbitration.com,2001-06-19,2024-10-23,2026-04-30,"GoDaddy Corporate Domains, LLC",abuse@gcd.com,https://gcd.com,
,koch-mit.de,,2024-09-19,,,,,
,komiktap.me,2022-02-08,2025-02-13,2026-02-08,NAMECHEAP INC,,,
,koton.com,2002-03-04,2024-11-15,2027-03-04,Isimtescil Bilisim A.S,abuse@isimtescil.net,https://isimtescil.net,
,kpopchart.net,2012-12-14,2025-01-02,2025-12-14,CV. Rumahweb Indonesia,abuse@rumahweb.co.id,https://rumahweb.co.id,
,kqbd88.com,2020-11-06,2023-11-03,2025-11-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,kqlsearch.com,2022-12-23,2025-02-11,2025-12-23,Cronon GmbH,abuse-domains@cronon.net,https://cronon.net,
,ksd-images.lt,2017-01-03,,2026-01-04,,,,
,kubotasr.com,2011-10-24,2022-10-09,2025-10-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,kurir.mk,,,,TIM-CO-REG,emmedia2009@gmail.com,https://gmail.com,
,kyve.network,2021-02-08,2025-01-10,2026-02-08,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,
,lambertz-shop.de,,2017-10-17,,,,,
,lancoaging.org,2015-02-11,2025-01-12,2026-02-11,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,laohu.com,2002-10-10,2024-09-19,2027-01-27,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,laplink.com,1996-03-27,2022-09-11,2028-03-28,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,lapost.com,1997-06-26,2024-06-14,2025-06-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,leanin.org,2010-04-06,2024-04-09,2025-04-06,"Name.com, Inc.",abuse@name.com,https://name.com,
,leboncoin.net,2006-03-16,2024-03-14,2025-03-16,Nameshield SAS,abuse@nameshield.net,https://nameshield.net,
,legalis.pl,2001-02-11,2022-12-12,2026-02-10,home.pl S.A.,,,
,lehman.com,1993-03-26,2024-03-23,2025-03-27,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,lenderlogix.com,2006-03-19,2024-03-19,2027-03-18,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,lenderprice.com,2015-01-14,2023-05-16,2028-01-14,FastDomain Inc.,domain.operations@web.com,https://web.com,
,lendingusa.com,2001-09-26,2022-09-17,2028-09-26,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,lenovoclouddeploy.com,2015-08-18,2024-08-02,2025-08-18,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,
,levenementprecis.com,2007-10-01,2024-09-07,2025-10-01,"Name.com, Inc.",abuse@name.com,https://name.com,
,liceubarcelona.cat,2008-10-10,2024-11-24,2025-10-10,Nominalia,abuse@nominalia.com,https://nominalia.com,
,life-house.com,2006-10-17,2018-02-16,2027-10-17,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,lilyspeech.com,2016-09-18,2024-09-18,2025-09-18,Launchpad.com Inc.,abuse@hostgator.com,https://hostgator.com,
,lineage2.cz,2006-08-03,2024-12-11,2025-08-03,REG-WEDOS,,,
,lineforbusiness.com,2019-04-26,2024-06-13,2025-04-26,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,
,lingoace.com,2013-08-12,2024-08-12,2026-08-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,myeyemart.com,2014-07-18,2024-06-14,2025-07-18,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,linkbricks.com,2016-12-21,2024-12-14,2025-12-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,linsyhome.com,2018-05-20,2022-09-29,2025-05-20,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,liveaquaria.com,2000-10-30,2024-04-23,2025-11-10,Squarespace Domains II LLC,abuse-complaints@squarespace.com,https://squarespace.com,
,livedoor.blog,2016-11-10,2024-11-08,2025-11-10,"MarkMonitor, Inc.",ccops@markmonitor.com,https://markmonitor.com,
,liveim.io,2022-07-18,2024-09-07,2025-07-18,"GoDaddy.com, LLC",,,
,livephish.com,1998-12-17,2022-09-17,2026-12-17,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,lmsg.jp,2014-06-30,,2025-06-30,,,,
,localconservative.com,2019-09-30,2024-10-01,2025-09-30,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,localexpress.io,2019-03-14,2025-03-04,2026-03-14,Key-Systems GmbH,,,
,londontownusa.com,2012-02-24,2025-01-14,2026-02-24,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,loodibee.com,2013-08-06,2024-08-07,2027-08-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,lovattspuzzles.com,2006-02-21,2025-02-22,2026-02-21,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,lowensign.com,1996-10-02,2024-09-04,2025-10-01,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,
,lpedkeq.ru,,,,,,,
,lsssc.org,1998-10-24,2024-12-07,2025-10-23,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,lulobank.com,2019-07-12,2024-06-07,2025-07-12,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,luryx.com.pa,,,,,,,
,lvcm.net,2000-06-24,2024-10-09,2025-06-24,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,m4u.com.au,,2024-10-27,,Domain Directors Pty Ltd trading as Instra,,,
,maennersache.de,,2024-12-06,,,,,
,maersktraining.com,2010-06-25,2024-09-22,2026-06-25,Marcaria International LLC,abuse@marcaria.com,https://marcaria.com,
,maggiecarbona.guru,2023-08-11,2024-07-03,2025-08-11,URL SOLUTIONS INC.,abuse@pananames.com,https://pananames.com,
,magicfm.ro,2006-01-05,,2031-08-07,ICI - Registrar,,,
,magnusonsuperchargers.com,2013-05-13,2025-01-21,2032-05-13,Moniker Online Services LLC,abuse@moniker.com,https://moniker.com,
,maisoncashmere.co.uk,2015-03-31,2025-02-25,2026-03-31,Gandi [Tag = GANDI],,,
,makroconnect.com,2019-08-07,2023-08-08,2025-08-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,marcfisherfootwear.com,2005-03-17,2025-03-05,2027-03-17,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,marinevinylfabric.com,2012-03-06,2023-03-11,2033-03-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,marketing.pro,2005-02-18,2025-01-19,2026-02-18,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,
,marriottbonvoyasia.com,2018-12-12,2025-01-03,2025-12-12,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,masterbond.com,1996-08-08,2024-06-21,2025-08-07,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,masteringjs.io,2019-02-26,2025-02-16,2026-02-26,Key-Systems GmbH,,,
,matboardandmore.com,2012-01-06,2025-01-06,2027-01-06,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,matchprogram.org,2014-07-03,2024-06-08,2025-07-03,"NameCheap, Inc.",abuse@namecheap.com,https://namecheap.com,
,mcl4e.com,2012-01-09,2024-11-10,2026-01-09,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,mercuryfasteners.com,2018-11-29,2024-08-15,2025-11-29,easyDNS Technologies Inc.,abuse@easydns.com,https://easydns.com,
,me.co,2010-04-26,2024-05-24,2025-04-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,mecfleet.de,,2025-01-16,,,,,
,media3.net,1996-07-30,2024-06-30,2025-07-29,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,mediasourceinc.com,2010-03-09,2021-12-02,2030-03-09,Moniker Online Services LLC,abuse@moniker.com,https://moniker.com,
,meditrek.com,1999-12-21,2025-02-14,2026-12-21,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,medstat.com,1996-08-12,2024-07-07,2025-08-11,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,meer-spacestation.co.uk,2014-09-12,2024-09-08,2025-09-12,"CSC Corporate Domains, Inc [Tag = CSC-CORP-DOMAINS]",,,
,meetical.io,2019-01-17,2025-03-03,2026-01-17,"GoDaddy.com, LLC",,,
,megateksa.com,2007-04-12,2024-03-13,2025-04-12,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,meghbelabroadband.in,2009-02-24,2025-02-27,2026-02-24,Endurance Digital Domain Technology Private Limited,abuse@publicdomainregistry.com,https://publicdomainregistry.com,
,melodramaticlaughingbrandy.com,2022-01-15,2025-02-26,2025-01-15,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,
,memoqtm.com,2006-02-14,2025-02-15,2026-02-14,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,meolebrace.com,2005-11-25,2023-01-21,2025-11-25,123-Reg Limited,abuse@123-reg.co.uk,https://123-reg.co.uk,
,mercadoenvios.com.ve,,,,NIC-VE,,,
,mercadopago.com.hn,2014-04-22,2024-03-22,2026-04-22,MarkMonitor,,,
,mercieruk.co.uk,2017-02-28,2024-06-11,2026-02-28,123-Reg Limited t/a 123-reg [Tag = 123-REG],,,
,merlyn.org,2004-10-18,2023-09-06,2028-10-18,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,messageone.com,1996-09-09,2024-09-08,2026-09-08,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,
,metabo.com,1997-11-05,2024-12-24,2025-11-04,InterNetX GmbH,domain-abuse@internetx.com,https://internetx.com,
,meteoidata.com,2013-01-25,2025-01-01,2026-01-25,GRANSY S.R.O D/B/A SUBREG.CZ,abuse@regtons.com,https://regtons.com,
,mglgroup.co.uk,2005-04-12,2025-01-05,2026-04-12,Zen Internet Limited [Tag = ZENSYS],,,
,micragateway.org,2019-05-03,2024-07-30,2025-05-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,microtechusacloud.net,2016-03-25,2024-03-26,2025-03-25,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,midwestwheel.com,1999-09-17,2021-07-19,2026-09-17,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,migfiles.com,2020-02-11,2025-01-11,2026-02-11,DREAMHOST,domain-abuse@dreamhost.com,https://dreamhost.com,
,mikannovel.com,2019-04-23,2025-02-03,2025-04-23,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,mikeshawtoyota.com,2005-04-05,2024-01-17,2026-04-05,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,mineabstain.com,,,,,,,
,minelab.bz,,,,,,,
,minesidra.com,2022-01-12,2023-11-16,2027-01-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,mingguanwanita.my,,,,,,,
,mingluji.com,2010-03-15,2023-08-29,2032-03-15,"Alibaba Cloud Computing (Beijing) Co., Ltd.",DomainAbuse@service.aliyun.com,https://service.aliyun.com,
,minipigs.dk,1997-06-13,,2025-06-30,,,,
,minnesotareformer.com,2019-12-17,2024-12-02,2025-12-17,FastDomain Inc.,domain.operations@web.com,https://web.com,
,minnetonkamoccasin.com,1999-04-02,2021-02-01,2026-04-02,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,mirandafrye.com,2011-08-20,2024-09-10,2025-09-09,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,missingx.com,2000-04-04,2025-03-05,2026-04-04,One.com A/S,abuse@one.com,https://one.com,
,mistalkitchen.co.uk,2021-10-12,2024-09-11,2025-10-12,Gandi [Tag = GANDI],,,
,mitaotv.online,2023-07-01,2024-08-06,2025-07-01,Dynadot LLC,,,
,mitula.com.co,2010-02-17,2025-02-23,2026-02-16,InternetX GmbH,,,
,mivamerchant.net,2008-10-06,2024-09-07,2025-10-06,"ENOM, INC.",domainabuse@tucows.com,https://tucows.com,
,mncbank.co.id,2014-09-05,2023-09-03,2029-09-05,PT Registrasi Nama Domain,,,
,mobal.com,2000-09-30,2023-10-20,2025-10-20,"Wild West Domains, LLC",abuse@wildwestdomains.com,https://wildwestdomains.com,
,mobilarena.hu,,,,,,,
,mobiplay.vn,,,,,,,
,moco360.media,2022-06-20,2024-05-01,2025-06-20,"Register.com, Inc.",domain.operations@web.com,https://web.com,
,mogi.vn,,,,,,,
,molangshowbiz.com,2022-12-02,2024-04-23,2025-12-02,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,money775.com,2024-10-23,2024-10-24,2025-10-23,DropCatch.com 926 LLC,support@namebright.com,https://namebright.com,
,monitor-mailtracker.com,2020-04-10,2024-03-11,2025-04-10,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,montecwear.com,2016-06-16,2024-05-18,2025-06-16,Name SRS AB,abuse@namesrs.com,https://namesrs.com,
,moody.edu,1994-05-19,,2025-07-31,,,,
,moon.vn,,,,,,,
,mousesavers.com,2001-04-23,2024-01-23,2029-04-23,Pair Domains,abuse@pairdomains.com,https://pairdomains.com,
,movix.ru,2008-02-18,,2026-02-18,SALENAMES-RU,,,
,mp3tag.de,,2009-08-28,,,,,
,mpeg.expert,2019-11-02,2024-10-25,2025-11-02,"GoDaddy.com, LLC",cctldassistance@godaddy.com,https://godaddy.com,
,msgboxx.io,2021-08-18,2024-07-24,2025-08-18,NAMECHEAP INC,,,
,msnd4.com,2017-02-03,2025-02-04,2026-02-03,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,msportals.io,2020-12-16,2024-11-30,2025-12-16,Synergy Wholesale Accreditations Pty Ltd,,,
,muehlacker-tagblatt.de,,2010-12-13,,,,,
,murdle.com,2021-12-26,2023-04-23,2025-12-26,DropCatch.com 748 LLC,support@namebright.com,https://namebright.com,
,my-picture.co.uk,2010-01-28,2025-01-27,2026-01-28,RegistryGate GmbH [Tag = REGISTRYGATE-DE],,,
,mybeehome.com,2010-01-18,2024-12-15,2026-01-18,Gandi SAS,abuse@support.gandi.net,https://support.gandi.net,
,myfirstname.rocks,2019-02-11,2025-01-17,2026-02-11,NAMECHEAP INC,abuse@namecheap.com,https://namecheap.com,
,myfoodwiki.com,2019-09-12,2023-08-03,2025-09-12,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,myinsuranceinfo.com,1999-03-31,2022-12-16,2026-03-31,"Network Solutions, LLC",domain.operations@web.com,https://web.com,
,myir.com,2000-12-07,2024-08-02,2025-12-07,"MarkMonitor, Inc.",abusecomplaints@markmonitor.com,https://markmonitor.com,
,myleo.com,2002-05-13,2024-05-09,2026-05-13,"CSC Corporate Domains, Inc.",domainabuse@cscglobal.com,https://cscglobal.com,
,mymaxprocloud.eu,,,,MarkMonitor International Limited,,,
,myonplanhealth.com,2014-08-21,2024-07-18,2025-08-21,"Amazon Registrar, Inc.",trustandsafety@support.aws.com,https://support.aws.com,
,myparto.com,2014-02-20,2025-01-23,2026-02-20,Deutsche Telekom AG,sece.leitstellenservice@telekom.de,https://telekom.de,
,mypolicies.com,1999-06-25,2024-06-24,2025-06-25,"TUCOWS, INC.",domainabuse@tucows.com,https://tucows.com,
,myreturnscenter.com,2017-11-07,2022-11-08,2027-11-07,"GoDaddy.com, LLC",abuse@godaddy.com,https://godaddy.com,
,namava.ir,,,,,,,
,nandland.com,2013-10-02,2024-09-03,2025-10-02,FastDomain Inc.,domain.operations@web.com,https://web.com,
